record_id,item_name,item_category,product_weight_g,recommended_pouch_type,material_type,width_cm,height_cm,gusset_cm,thickness_micron,printing_type,zip_lock,food_grade,barrier_level,shelf_life_months,quantity,film_weight_g_per_pouch,material_rate_per_kg_inr,printing_cost_per_pouch_inr,making_cost_per_pouch_inr,wastage_percent,margin_percent,actual_cost_per_pouch_inr,description_for_semantic_search
350,Protein Powder,nutrition,1000,flat bottom,PET+ALU+PE,22.9,33.4,8.8,90,full color,no,yes,high,18,25000,161.19,284.43,1.23,6.27,4,8,59.92,1000g protein powder flat bottom pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for nutrition
351,Granola,dry food,300,stand-up,PET+PE,19.0,29.9,5.8,100,2 color,no,yes,medium,12,500,119.97,174.84,0.9,6.72,8,19,36.75,300g granola stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
352,Dish Soap,household,550,stand-up,LDPE,19.3,28.8,5.6,70,full color,no,no,low,24,5000,81.49,108.28,1.43,5.96,3,20,20.04,550g dish soap stand-up pouch LDPE 70 micron full color printing without zip lock low barrier suitable for household
353,Seeds,agri,300,3-side seal,PET+PE,16.3,21.3,0,75,none,no,no,medium,18,100000,37.13,152.87,0.08,4.43,6,8,11.66,300g seeds 3-side seal pouch PET+PE 75 micron none printing without zip lock medium barrier suitable for agri
354,Tablets,pharma,100,3-side seal,PET+ALU+PE,12.2,15.7,0,90,full color,no,no,high,36,2000,25.67,282.26,1.25,6.67,3,14,17.81,100g tablets 3-side seal pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for pharma
355,Pulses,dry food,1200,stand-up,PET+PE,22.0,31.5,7.5,100,1 color,yes,yes,medium,18,25000,154.88,178.52,0.54,1.76,6,17,37.14,1200g pulses stand-up pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for dry food
356,Chickpeas,dry food,700,stand-up,PET+PE,23.0,32.2,6.8,100,1 color,yes,yes,medium,18,10000,156.45,164.33,0.68,1.76,8,18,35.87,700g chickpeas stand-up pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for dry food
357,Washing Powder,household,500,stand-up,LDPE,20.6,31.0,6.1,90,full color,no,no,low,24,10000,120.45,125.1,1.33,0.89,3,8,19.23,500g washing powder stand-up pouch LDPE 90 micron full color printing without zip lock low barrier suitable for household
358,Cornflakes,dry food,550,stand-up,BOPP+CPP,18.7,28.2,5.8,65,1 color,no,yes,low,12,10000,73.65,108.79,0.42,6.45,4,20,18.57,550g cornflakes stand-up pouch BOPP+CPP 65 micron 1 color printing without zip lock low barrier suitable for dry food
359,Dry Fruits,premium food,600,stand-up,PET+ALU+PE,19.6,29.8,6.1,90,1 color,no,yes,high,12,50000,112.47,241.38,0.64,6.55,5,19,42.91,600g dry fruits stand-up pouch PET+ALU+PE 90 micron 1 color printing without zip lock high barrier suitable for premium food
360,Pasta,dry food,700,stand-up,BOPP+CPP,23.3,31.6,7.5,50,2 color,no,yes,low,18,500,81.04,100.78,0.83,5.27,9,21,18.82,700g pasta stand-up pouch BOPP+CPP 50 micron 2 color printing without zip lock low barrier suitable for dry food
361,Tea Leaves,dry food,100,3-side seal,PET+PE,13.0,17.6,0,125,2 color,no,yes,medium,12,5000,41.84,168.81,1.04,2.92,4,18,13.53,100g tea leaves 3-side seal pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for dry food
362,Gummies,confectionery,100,stand-up,PET+PE,14.1,20.7,5.0,75,full color,yes,yes,medium,12,10000,51.39,157.83,1.24,5.0,5,8,16.27,100g gummies stand-up pouch PET+PE 75 micron full color printing with zip lock medium barrier suitable for confectionery
363,Fertilizer Sample,agri,2000,side gusset,PET+PE,40.6,53.6,14.7,125,2 color,no,no,medium,18,500,616.08,168.68,0.94,6.87,5,15,134.91,2000g fertilizer sample side gusset pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for agri
364,Herbicide,agri,600,stand-up,NYLON+PE,18.7,30.8,6.0,125,1 color,no,no,high,24,1000,153.6,242.9,0.45,4.71,6,9,49.07,600g herbicide stand-up pouch NYLON+PE 125 micron 1 color printing without zip lock high barrier suitable for agri
365,Namkeen,snack,100,center seal,BOPP+CPP,11.2,16.9,0,80,2 color,yes,yes,low,6,10000,22.29,113.11,0.98,4.62,7,21,10.51,100g namkeen center seal pouch BOPP+CPP 80 micron 2 color printing with zip lock low barrier suitable for snack
366,Fertilizer Sample,agri,1200,side gusset,PET+PE,38.8,54.4,14.7,75,1 color,no,yes,medium,18,25000,361.63,149.07,0.64,1.62,5,16,68.41,1200g fertilizer sample side gusset pouch PET+PE 75 micron 1 color printing without zip lock medium barrier suitable for agri
367,Cookies,snack,400,stand-up,BOPP+CPP,18.6,30.1,6.3,80,full color,yes,yes,low,6,10000,98.11,153.9,1.26,4.5,3,10,23.63,400g cookies stand-up pouch BOPP+CPP 80 micron full color printing with zip lock low barrier suitable for snack
368,Turmeric Powder,dry food,100,stand-up,PET+PE,15.4,20.8,5.1,75,1 color,no,yes,medium,18,50000,55.54,171.78,0.46,6.77,8,20,21.73,100g turmeric powder stand-up pouch PET+PE 75 micron 1 color printing without zip lock medium barrier suitable for dry food
369,Pesticide,agri,550,stand-up,LDPE,20.7,28.6,6.0,70,2 color,no,no,medium,18,500,87.84,93.5,0.77,6.52,7,9,18.08,550g pesticide stand-up pouch LDPE 70 micron 2 color printing without zip lock medium barrier suitable for agri
370,Raisins,premium food,300,stand-up,PET+PE,19.2,27.6,6.0,90,full color,yes,yes,medium,12,500,103.76,149.48,1.24,0.84,8,17,22.23,300g raisins stand-up pouch PET+PE 90 micron full color printing with zip lock medium barrier suitable for premium food
371,Chocolate,confectionery,50,3-side seal,PET+ALU+PE,10.8,14.3,0,90,none,yes,yes,high,12,1000,21.02,246.09,0.11,5.17,5,20,13.17,50g chocolate 3-side seal pouch PET+ALU+PE 90 micron none printing with zip lock high barrier suitable for confectionery
372,Flour,bakery,1050,stand-up,Paper,21.7,32.6,7.0,150,1 color,yes,yes,low,12,50000,229.24,119.84,0.65,2.92,8,10,36.88,1050g flour stand-up pouch Paper 150 micron 1 color printing with zip lock low barrier suitable for bakery
373,Bakery Mix,bakery,500,stand-up,PET+PE,21.4,28.0,6.4,100,1 color,yes,yes,medium,12,500,129.96,158.64,0.52,4.74,3,12,29.85,500g bakery mix stand-up pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for bakery
374,Chickpeas,dry food,500,stand-up,PET+PE,19.1,31.6,6.4,100,1 color,yes,yes,medium,18,5000,130.69,160.84,0.48,1.63,8,20,29.98,500g chickpeas stand-up pouch PET+PE 100 micron 1 color printing with zip lock medium barrier suitable for dry food
375,Capsules,pharma,50,3-side seal,PET+ALU+PE,11.1,15.7,0,90,full color,no,no,high,24,1000,23.35,246.16,1.22,1.51,8,17,10.71,50g capsules 3-side seal pouch PET+ALU+PE 90 micron full color printing without zip lock high barrier suitable for pharma
376,Granola,dry food,350,stand-up,PET+PE,19.6,30.7,5.7,100,2 color,no,yes,medium,12,5000,124.6,145.89,0.89,5.24,5,19,30.37,350g granola stand-up pouch PET+PE 100 micron 2 color printing without zip lock medium barrier suitable for dry food
377,Soap Powder,household,600,stand-up,LDPE,20.2,29.5,5.8,80,full color,no,no,low,24,2000,99.58,90.19,1.27,2.39,8,18,16.11,600g soap powder stand-up pouch LDPE 80 micron full color printing without zip lock low barrier suitable for household
378,Tea Leaves,dry food,550,stand-up,PET+ALU+PE,21.0,28.5,6.2,130,full color,yes,yes,high,24,25000,166.63,289.73,1.35,1.58,8,17,64.71,550g tea leaves stand-up pouch PET+ALU+PE 130 micron full color printing with zip lock high barrier suitable for dry food
379,Ground Coffee,dry food,450,stand-up,PET+ALU+PE,21.1,28.6,6.0,130,2 color,no,yes,high,18,1000,165.58,285.47,1.02,6.92,8,8,64.39,450g ground coffee stand-up pouch PET+ALU+PE 130 micron 2 color printing without zip lock high barrier suitable for dry food
380,Chilli Powder,dry food,100,stand-up,PET+PE,15.8,20.9,4.5,125,2 color,no,yes,medium,12,100000,90.08,162.7,0.79,3.63,9,17,24.33,100g chilli powder stand-up pouch PET+PE 125 micron 2 color printing without zip lock medium barrier suitable for dry food
381,Bleach Powder,household,700,stand-up,NYLON+PE,20.9,32.0,6.6,125,2 color,no,no,high,24,500,178.75,233.01,1.0,6.61,7,18,62.2,700g bleach powder stand-up pouch NYLON+PE 125 micron 2 color printing without zip lock high barrier suitable for household
382,Tea Leaves,dry food,500,stand-up,PET+ALU+PE,19.8,28.7,6.4,110,1 color,no,yes,high,24,100000,137.26,304.53,0.41,6.28,4,9,54.97,500g tea leaves stand-up pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for dry food
383,Soap Powder,household,500,stand-up,LDPE,19.2,30.7,6.0,90,2 color,no,no,low,24,50000,112.55,108.79,0.89,1.13,8,13,17.41,500g soap powder stand-up pouch LDPE 90 micron 2 color printing without zip lock low barrier suitable for household
384,Detergent Powder,household,950,stand-up,LDPE,23.0,31.1,7.0,90,1 color,no,no,low,24,50000,138.71,116.15,0.51,5.5,9,9,26.28,950g detergent powder stand-up pouch LDPE 90 micron 1 color printing without zip lock low barrier suitable for household
385,Namkeen,snack,300,center seal,PET+PE,14.6,23.6,0,100,full color,yes,yes,medium,6,25000,48.55,154.34,1.34,5.15,7,22,18.25,300g namkeen center seal pouch PET+PE 100 micron full color printing with zip lock medium barrier suitable for snack
386,Namkeen,snack,500,stand-up,BOPP+CPP,19.0,28.3,6.1,100,1 color,yes,yes,low,6,2000,117.34,121.73,0.62,1.65,4,14,19.63,500g namkeen stand-up pouch BOPP+CPP 100 micron 1 color printing with zip lock low barrier suitable for snack
387,Bakery Mix,bakery,500,stand-up,PET+PE,19.9,29.9,5.7,75,1 color,no,yes,medium,12,50000,92.64,131.12,0.41,4.93,4,10,20.01,500g bakery mix stand-up pouch PET+PE 75 micron 1 color printing without zip lock medium barrier suitable for bakery
388,Fertilizer,agri,1200,side gusset,LDPE,41.2,53.6,14.7,70,1 color,no,no,low,24,50000,348.75,113.97,0.57,0.93,8,19,53.01,1200g fertilizer side gusset pouch LDPE 70 micron 1 color printing without zip lock low barrier suitable for agri
389,Mass Gainer,nutrition,1200,flat bottom,PET+ALU+PE,23.3,30.9,9.1,130,full color,no,yes,high,18,2000,226.4,239.74,1.32,1.83,7,21,74.35,1200g mass gainer flat bottom pouch PET+ALU+PE 130 micron full color printing without zip lock high barrier suitable for nutrition
390,Pesticide,agri,500,stand-up,LDPE,19.0,30.7,6.4,90,none,no,no,medium,18,5000,114.59,105.13,0,0.92,7,21,16.79,500g pesticide stand-up pouch LDPE 90 micron none printing without zip lock medium barrier suitable for agri
391,Cocoa Powder,bakery,300,stand-up,PET+ALU+PE,19.0,28.4,5.7,150,none,no,yes,high,24,1000,171.82,228.39,0.1,7.29,7,21,60.37,300g cocoa powder stand-up pouch PET+ALU+PE 150 micron none printing without zip lock high barrier suitable for bakery
392,Bakery Mix,bakery,450,stand-up,PET+PE,20.1,29.5,5.5,125,full color,yes,yes,medium,12,100000,152.0,169.48,1.31,5.04,8,22,42.31,450g bakery mix stand-up pouch PET+PE 125 micron full color printing with zip lock medium barrier suitable for bakery
393,Bread Mix,bakery,700,stand-up,PET+PE,21.8,31.0,7.3,75,none,yes,yes,medium,12,50000,112.67,142.89,0,6.15,3,17,26.81,700g bread mix stand-up pouch PET+PE 75 micron none printing with zip lock medium barrier suitable for bakery
394,Pulses,dry food,600,stand-up,PET+PE,20.1,29.5,5.7,75,2 color,yes,yes,medium,18,1000,92.4,137.74,0.95,2.63,9,16,20.62,600g pulses stand-up pouch PET+PE 75 micron 2 color printing with zip lock medium barrier suitable for dry food
395,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,12.2,16.4,0,150,full color,no,yes,high,18,50000,44.38,269.69,1.37,2.09,7,16,19.15,100g sauce powder 3-side seal pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for dry food
396,Bleach Powder,household,550,stand-up,NYLON+PE,21.5,30.3,6.3,125,full color,no,no,high,24,2000,172.01,248.4,1.4,6.18,6,20,63.99,550g bleach powder stand-up pouch NYLON+PE 125 micron full color printing without zip lock high barrier suitable for household
397,Cornflakes,dry food,700,stand-up,BOPP+CPP,20.8,32.0,7.3,65,none,yes,yes,low,12,500,96.58,148.26,0.15,4.2,7,14,22.77,700g cornflakes stand-up pouch BOPP+CPP 65 micron none printing with zip lock low barrier suitable for dry food
398,Muesli,dry food,450,stand-up,BOPP+CPP,19.3,29.5,6.1,50,full color,no,yes,low,12,50000,61.28,136.84,1.36,5.92,7,8,18.1,450g muesli stand-up pouch BOPP+CPP 50 micron full color printing without zip lock low barrier suitable for dry food
399,Soup Powder,dry food,100,3-side seal,PET+ALU+PE,12.4,15.8,0,110,1 color,no,yes,high,18,10000,32.05,237.53,0.64,4.48,8,11,15.26,100g soup powder 3-side seal pouch PET+ALU+PE 110 micron 1 color printing without zip lock high barrier suitable for dry food
400,BCAA Powder,nutrition,400,stand-up,PET+ALU+PE,20.5,29.4,6.2,110,1 color,yes,yes,high,18,10000,141.71,290.17,0.51,3.65,7,11,53.78,400g bcaa powder stand-up pouch PET+ALU+PE 110 micron 1 color printing with zip lock high barrier suitable for nutrition
401,Pistachios,premium food,300,stand-up,PET+ALU+PE,18.7,26.3,5.6,90,2 color,no,yes,high,18,25000,95.41,251.27,0.99,2.43,4,15,32.76,300g pistachios stand-up pouch PET+ALU+PE 90 micron 2 color printing without zip lock high barrier suitable for premium food
402,Cookies,snack,250,stand-up,BOPP+CPP,17.3,27.6,5.6,50,none,no,yes,low,6,25000,51.81,156.82,0.14,7.69,7,21,20.66,250g cookies stand-up pouch BOPP+CPP 50 micron none printing without zip lock low barrier suitable for snack
403,Gravy Mix,dry food,100,3-side seal,PET+PE,12.6,17.9,0,100,full color,no,yes,medium,12,25000,32.92,178.06,1.34,4.12,7,21,14.66,100g gravy mix 3-side seal pouch PET+PE 100 micron full color printing without zip lock medium barrier suitable for dry food
404,Cereals,dry food,450,stand-up,BOPP+CPP,18.8,28.3,6.1,100,1 color,no,yes,low,12,5000,116.41,148.01,0.52,3.34,7,8,24.37,450g cereals stand-up pouch BOPP+CPP 100 micron 1 color printing without zip lock low barrier suitable for dry food
405,Tablets,pharma,100,3-side seal,PET+ALU+PE,11.2,14.4,0,130,2 color,no,no,high,36,1000,31.67,269.91,0.8,3.06,4,22,15.74,100g tablets 3-side seal pouch PET+ALU+PE 130 micron 2 color printing without zip lock high barrier suitable for pharma
406,Salt,dry food,1100,3-side seal,PET+PE,21.0,31.0,0,100,1 color,yes,yes,low,24,5000,89.25,141.74,0.47,2.71,4,11,18.27,1100g salt 3-side seal pouch PET+PE 100 micron 1 color printing with zip lock low barrier suitable for dry food
407,Sugar,dry food,500,3-side seal,PET+PE,17.0,23.4,0,100,none,no,yes,medium,18,100000,56.1,160.69,0.13,4.7,3,21,17.25,500g sugar 3-side seal pouch PET+PE 100 micron none printing without zip lock medium barrier suitable for dry food
408,Namkeen,snack,550,stand-up,BOPP+CPP,20.4,30.0,6.5,80,2 color,yes,yes,low,6,10000,106.25,123.87,0.98,1.72,7,20,20.37,550g namkeen stand-up pouch BOPP+CPP 80 micron 2 color printing with zip lock low barrier suitable for snack
409,Green Tea,dry food,100,stand-up,PET+ALU+PE,14.9,22.2,5.0,150,full color,no,yes,high,18,2000,112.68,261.15,1.24,4.53,5,19,43.98,100g green tea stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for dry food
410,Fertilizer,agri,1950,side gusset,PET+PE,40.5,54.5,14.6,75,2 color,no,no,medium,24,10000,372.44,139.36,0.83,2.74,7,13,67.07,1950g fertilizer side gusset pouch PET+PE 75 micron 2 color printing without zip lock medium barrier suitable for agri
411,Cat Food,pet,500,stand-up,PET+PE,20.0,28.8,6.2,90,2 color,no,no,medium,18,25000,112.0,172.72,0.83,2.1,4,17,27.1,500g cat food stand-up pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for pet
412,Crackers,snack,350,3-side seal,BOPP+CPP,18.9,25.9,0,65,1 color,no,yes,low,6,50000,44.38,111.76,0.64,6.12,6,20,14.91,350g crackers 3-side seal pouch BOPP+CPP 65 micron 1 color printing without zip lock low barrier suitable for snack
413,Dry Fruits,premium food,450,stand-up,PET+ALU+PE,19.8,28.5,6.4,110,2 color,no,yes,high,12,10000,136.53,242.59,1.01,1.14,3,19,43.23,450g dry fruits stand-up pouch PET+ALU+PE 110 micron 2 color printing without zip lock high barrier suitable for premium food
414,Soap Powder,household,500,stand-up,LDPE,19.1,29.0,6.3,70,none,no,no,low,24,100000,85.12,119.78,0,3.39,7,22,17.73,500g soap powder stand-up pouch LDPE 70 micron none printing without zip lock low barrier suitable for household
415,Fertilizer Sample,agri,2000,side gusset,PET+PE,38.6,53.5,15.4,100,1 color,no,no,medium,18,2000,485.33,178.97,0.49,3.14,7,15,111.35,2000g fertilizer sample side gusset pouch PET+PE 100 micron 1 color printing without zip lock medium barrier suitable for agri
416,Noodles,dry food,70,center seal,BOPP+CPP,11.2,15.5,0,100,2 color,yes,yes,low,12,2000,25.9,152.1,0.94,7.49,6,18,15.47,70g noodles center seal pouch BOPP+CPP 100 micron 2 color printing with zip lock low barrier suitable for dry food
417,Cookies,snack,300,stand-up,BOPP+CPP,19.0,26.3,5.7,100,1 color,yes,yes,low,6,10000,108.06,142.63,0.58,3.65,6,20,24.99,300g cookies stand-up pouch BOPP+CPP 100 micron 1 color printing with zip lock low barrier suitable for snack
418,Organic Fertilizer,agri,1000,side gusset,Kraft+PE,39.7,53.7,14.5,120,1 color,no,no,medium,18,10000,578.86,157.02,0.61,1.38,4,14,110.12,1000g organic fertilizer side gusset pouch Kraft+PE 120 micron 1 color printing without zip lock medium barrier suitable for agri
419,Pasta,dry food,450,stand-up,BOPP+CPP,18.7,31.5,6.0,50,none,no,yes,low,18,1000,62.52,106.24,0.09,1.41,6,12,9.67,450g pasta stand-up pouch BOPP+CPP 50 micron none printing without zip lock low barrier suitable for dry food
420,Pre-workout,nutrition,300,stand-up,PET+ALU+PE,18.7,27.8,5.6,110,1 color,yes,yes,high,18,25000,121.62,297.43,0.5,4.23,9,16,51.72,300g pre-workout stand-up pouch PET+ALU+PE 110 micron 1 color printing with zip lock high barrier suitable for nutrition
421,Almonds,premium food,200,stand-up,PET+ALU+PE,16.9,29.8,6.0,150,full color,no,yes,high,18,50000,166.6,267.11,1.39,3.03,5,15,59.07,200g almonds stand-up pouch PET+ALU+PE 150 micron full color printing without zip lock high barrier suitable for premium food
422,Fertilizer,agri,2100,side gusset,PET+PE,40.9,54.8,14.9,90,2 color,no,no,medium,24,2000,456.37,145.18,0.75,6.67,9,10,88.34,2100g fertilizer side gusset pouch PET+PE 90 micron 2 color printing without zip lock medium barrier suitable for agri
423,Mass Gainer,nutrition,1000,flat bottom,PET+ALU+PE,21.9,30.0,9.4,130,full color,yes,yes,high,18,50000,215.66,291.82,1.38,6.54,7,13,85.67,1000g mass gainer flat bottom pouch PET+ALU+PE 130 micron full color printing with zip lock high barrier suitable for nutrition
424,Flour,bakery,1000,stand-up,Paper,23.1,31.7,6.7,150,full color,no,yes,low,12,5000,231.32,93.15,1.33,2.52,9,20,33.22,1000g flour stand-up pouch Paper 150 micron full color printing without zip lock low barrier suitable for bakery
425,Capsules,pharma,50,3-side seal,PET+ALU+PE,9.4,15.0,0,130,2 color,no,no,high,24,50000,27.5,236.92,0.77,1.78,3,18,11.02,50g capsules 3-side seal pouch PET+ALU+PE 130 micron 2 color printing without zip lock high barrier suitable for pharma
426,Namkeen,snack,250,center seal,PET+PE,14.3,22.5,0,125,1 color,yes,yes,medium,6,2000,56.98,132.48,0.56,2.14,3,12,11.82,250g namkeen center seal pouch PET+PE 125 micron 1 color printing with zip lock medium barrier suitable for snack
427,Sauce Powder,dry food,100,3-side seal,PET+ALU+PE,10.9,15.8,0,130,none,yes,yes,high,18,2000,33.3,221.33,0,3.83,9,20,14.65,100g sauce powder 3-side seal pouch PET+ALU+PE 130 micron none printing with zip lock high barrier suitable for dry food
